0,5.313633545,0.627269571,10
0.0000625,5.315606082,0.627289092,10.00392698
0.000125,5.317579314,0.627308637,10.0078539
0.00025,5.321525559,0.62734771,10.01570732
0.0005,5.329416296,0.627425742,10.03141076
0.001,5.345183951,0.627581286,10.06279052
0.002,5.376609562,0.627889785,10.12533323
0.004,5.438589226,0.628492423,10.24868989
0.008,5.555680255,0.629610562,10.48175367
0.01425,5.705717043,0.63100705,10.78043041
0.0205,5.796060437,0.631830059,10.96029369
0.02675,5.812971021,0.631983422,10.99396096
0.033,5.753877495,0.631450112,10.87630668
0.03925,5.62776572,0.630290165,10.62524266
0.0455,5.45381595,0.628641896,10.27899111
0.05175,5.258492615,0.626720585,9.890265689
0.058,5.071525966,0.624806795,9.518246326
0.06425,4.921391015,0.623213996,9.219569593
0.0705,4.830967325,0.622230396,9.039706314
0.07675,4.81404131,0.622046228,9.006039045
0.083,4.873193518,0.622696911,9.12369332
0.08925,4.999403306,0.624052908,9.374757344
0.0955,5.173433051,0.625861087,9.721008894
0.10175,5.368771819,0.627813247,10.10973431
0.108,5.555680342,0.629610736,10.48175367
0.11425,5.705717244,0.631007452,10.78043041
0.1205,5.796060441,0.631830067,10.96029369
0.12675,5.812971018,0.631983416,10.99396096
0.133,5.753877495,0.631450111,10.87630668
0.13925,5.62776572,0.630290165,10.62524266
0.1455,5.45381595,0.628641896,10.27899111
0.15175,5.258492615,0.626720585,9.890265689
0.158,5.071525966,0.624806795,9.518246326
0.16425,4.921391015,0.623213996,9.219569593
0.1705,4.830967325,0.622230396,9.039706314
0.17675,4.81404131,0.622046228,9.006039045
0.183,4.873193518,0.622696911,9.12369332
0.18925,4.999403306,0.624052908,9.374757344
0.1955,5.173433051,0.625861087,9.721008894
0.20175,5.368771819,0.627813247,10.10973431
0.208,5.555680342,0.629610736,10.48175367
0.21425,5.705717244,0.631007452,10.78043041
0.2205,5.796060441,0.631830067,10.96029369
0.22675,5.812971018,0.631983416,10.99396096
0.233,5.753877495,0.631450111,10.87630668
0.23925,5.62776572,0.630290165,10.62524266
0.2455,5.45381595,0.628641896,10.27899111
0.25175,5.258492615,0.626720585,9.890265689
0.258,5.071525966,0.624806795,9.518246326
0.26425,4.921391015,0.623213996,9.219569593
0.2705,4.830967325,0.622230396,9.039706314
0.27675,4.81404131,0.622046228,9.006039045
0.283,4.873193518,0.622696911,9.12369332
0.28925,4.999403306,0.624052908,9.374757344
0.2955,5.173433051,0.625861087,9.721008894
0.30175,5.368771819,0.627813247,10.10973431
0.308,5.555680342,0.629610736,10.48175367
0.31425,5.705717244,0.631007452,10.78043041
0.3205,5.796060441,0.631830067,10.96029369
0.32675,5.812971018,0.631983416,10.99396096
0.333,5.753877495,0.631450111,10.87630668
0.33925,5.62776572,0.630290165,10.62524266
0.3455,5.45381595,0.628641896,10.27899111
0.35175,5.258492615,0.626720585,9.890265689
0.358,5.071525966,0.624806795,9.518246326
0.36425,4.921391015,0.623213996,9.219569593
0.3705,4.830967325,0.622230396,9.039706314
0.37675,4.81404131,0.622046228,9.006039045
0.383,4.873193518,0.622696911,9.12369332
0.38925,4.999403306,0.624052908,9.374757344
0.3955,5.173433051,0.625861087,9.721008894
0.40175,5.368771819,0.627813247,10.10973431
0.408,5.555680342,0.629610736,10.48175367
0.41425,5.705717244,0.631007452,10.78043041
0.4205,5.796060441,0.631830067,10.96029369
0.42675,5.812971018,0.631983416,10.99396096
0.433,5.753877495,0.631450111,10.87630668
0.43925,5.62776572,0.630290165,10.62524266
0.4455,5.45381595,0.628641896,10.27899111
0.45175,5.258492615,0.626720585,9.890265689
0.458,5.071525966,0.624806795,9.518246326
0.46425,4.921391015,0.623213996,9.219569593
0.4705,4.830967325,0.622230396,9.039706314
0.47675,4.81404131,0.622046228,9.006039045
0.483,4.873193518,0.622696911,9.12369332
0.48925,4.999403306,0.624052908,9.374757344
0.4955,5.173433051,0.625861087,9.721008894
0.5,5.313632867,0.627269649,10